"MyUnknownColumn","Mat","Inns","Balls","Runs","Wkts","BBI","Ave","Econ","SR","4","5","start","end","name","country"
814,33,21,450,386,11,"5/32",35.09,5.14,40.9,0,1,1990,1994,"RT Latham","NZ"
815,10,9,440,261,11,"4/35",23.72,3.55,40.0,1,0,1971,1975,"P Lever","ENG"
816,9,9,502,341,11,"3/34",31.0,4.07,45.6,0,0,1971,1975,"AA Mallett","AUS"
817,10,10,612,315,11,"2/9",28.63,3.08,55.6,0,0,1977,1982,"MF Malone","AUS"
818,9,9,444,296,11,"4/36",26.9,4.0,40.3,1,0,2011,2011,"A Martin","WI"
819,7,7,297,217,11,"4/32",19.72,4.38,27.0,1,0,1996,1997,"EZ Matambanadzo","ZIM"
820,29,29,1369,1140,11,"2/24",103.63,4.99,124.4,0,0,1996,2002,"M Mbangwa","ZIM"
821,6,6,330,259,11,"3/47",23.54,4.7,30.0,0,0,1978,1980,"DR Parry","WI"
822,109,25,473,491,11,"2/5",44.63,6.22,43.0,0,0,1999,2005,"RL Powell","WI"
823,53,17,702,542,11,"3/34",49.27,4.63,63.8,0,0,1998,2011,"TT Samaraweera","SL"
824,11,11,495,426,11,"3/42",38.72,5.16,45.0,0,0,1997,2000,"Shafiuddin Ahmed","BDESH"
825,37,13,331,329,11,"3/16",29.9,5.96,30.0,0,0,2002,2013,"DLS van Bunge","NL"
826,9,9,432,323,11,"5/49",29.36,4.48,39.2,0,1,2010,2011,"A van der Merwe","IRE"
827,12,11,491,480,11,"3/50",43.63,5.86,44.6,0,0,2015,2019,"JDF Vandersay","SL"
828,9,9,426,283,11,"3/28",25.72,3.98,38.7,0,0,1990,1991,"AS Wassan","INDIA"
829,13,12,558,504,11,"2/40",45.81,5.41,50.7,0,0,2002,2008,"M Zondeki","SA"
830,10,9,366,280,10,"3/27",28.0,4.59,36.6,0,0,1999,2000,"MW Alleyne","ENG"
831,9,9,423,377,10,"4/18",37.7,5.34,42.3,1,0,2016,2018,"MA Aponso","SL"
832,9,8,270,246,10,"3/33",24.6,5.46,27.0,0,0,2017,2019,"TD Astle","NZ"
833,29,19,444,365,10,"3/32",36.5,4.93,44.4,0,0,1992,2000,"DJ Callaghan","SA"
834,9,8,300,265,10,"5/27",26.5,5.3,30.0,0,1,2003,2007,"A Codrington","CAN"
835,4,4,209,198,10,"4/46",19.8,5.68,20.9,1,0,2012,2016,"M de Lange","SA"
836,6,5,264,170,10,"4/26",17.0,3.86,26.4,1,0,1994,1995,"R Dhanraj","WI"
837,5,5,195,116,10,"5/13",11.6,3.56,19.5,0,1,2019,2019,"JN Frylinck","NAM"
838,92,14,392,336,10,"3/32",33.6,5.14,39.2,0,0,1977,1993,"MW Gatting","ENG"
839,14,13,389,234,10,"2/19",23.4,3.6,38.9,0,0,2010,2011,"NG Jones","IRE"
840,5,5,258,188,10,"4/23",18.8,4.37,25.8,1,0,2019,2019,"Khawar Ali","OMAN"
841,4,4,240,150,10,"3/30",15.0,3.75,24.0,0,0,2018,2019,"FJ Klaassen","NL"
842,10,10,444,345,10,"3/42",34.5,4.66,44.4,0,0,1983,1987,"RR Kulkarni","INDIA"
843,16,16,642,510,10,"3/49",51.0,4.76,64.2,0,0,1992,2001,"DK Liyanage","SL"
844,9,9,499,424,10,"3/40",42.4,5.09,49.9,0,0,2001,2007,"Mohammad Sharif","BDESH"
845,11,11,512,391,10,"2/20",39.1,4.58,51.2,0,0,1996,2002,"Mohammad Zahid","PAK"
846,7,6,353,235,10,"3/37",23.5,3.99,35.3,0,0,2006,2008,"D Mohammed","WI"
847,29,24,1094,904,10,"2/51",90.4,4.95,109.4,0,0,1995,2002,"Naimur Rahman","BDESH"
848,22,17,339,329,10,"4/19",32.9,5.82,33.9,1,0,2011,2013,"RJ Nicol","NZ"
849,23,16,409,353,10,"4/28",35.3,5.17,40.9,1,0,2009,2013,"H Patel","CAN"
850,6,6,252,167,10,"4/37",16.7,3.97,25.2,1,0,2013,2018,"MJG Rippon","NL"
851,35,13,326,355,10,"2/22",35.5,6.53,32.6,0,0,2006,2009,"IH Romaine","BMUDA"
852,121,17,389,323,10,"2/39",32.3,4.98,38.9,0,0,1985,1995,"KR Rutherford","NZ"
853,10,10,498,399,10,"3/29",39.9,4.8,49.8,0,0,1998,1998,"RL Sanghvi","INDIA"
854,27,13,383,327,10,"3/49",32.7,5.12,38.3,0,0,1998,2003,"Sanwar Hossain","BDESH"
855,22,12,282,274,10,"5/43",27.4,5.82,28.2,0,1,2016,2019,"MD Shanaka","SL"
856,11,10,486,361,10,"3/29",36.1,4.45,48.6,0,0,1985,1987,"G Sharma","INDIA"
857,10,10,504,387,10,"4/15",38.7,4.6,50.4,1,0,2018,2019,"TB Sole","SCOT"
858,79,30,666,566,10,"2/44",56.6,5.09,66.6,0,0,2009,2018,"MN Waller","ZIM"
859,13,11,390,301,10,"5/30",30.1,4.63,39.0,0,1,2013,2014,"Ziaur Rahman","BDESH"
860,8,8,318,207,9,"4/46",23.0,3.9,35.3,1,0,1986,1988,"KN Amalean","SL"
861,8,8,426,363,9,"3/44",40.33,5.11,47.3,0,0,2007,2008,"MKDI Amerasinghe","SL"
862,15,15,618,608,9,"3/60",67.55,5.9,68.6,0,0,2008,2017,"Amjad Javed","UAE"
863,11,9,450,474,9,"3/82",52.66,6.32,50.0,0,0,2014,2017,"ML Cummins","WI"
864,11,10,506,398,9,"3/65",44.22,4.71,56.2,0,0,1983,1987,"KM Curran","ZIM"
865,23,12,347,290,9,"2/16",32.22,5.01,38.5,0,0,1992,1996,"MH Dekker","ZIM"
866,6,6,305,262,9,"3/41",29.11,5.15,33.8,0,0,1975,1982,"GRA de Silva","SL"
867,9,9,402,392,9,"4/57",43.55,5.85,44.6,1,0,2014,2017,"PLS Gamage","SL"
868,7,7,300,208,9,"4/20",23.11,4.16,33.3,1,0,2019,2019,"K Gore","USA"
869,12,12,601,451,9,"2/37",50.11,4.5,66.7,0,0,1987,1995,"MP Jarvis","ZIM"
870,44,17,398,319,9,"4/37",35.44,4.8,44.2,1,0,2010,2019,"Javed Ahmadi","not found"
871,6,6,258,164,9,"4/26",18.22,3.81,28.6,1,0,2018,2019,"P Khadka","NEPAL"
872,6,6,252,150,9,"3/30",16.66,3.57,28.0,0,0,2009,2010,"Khaliq Dad","not found"
873,11,11,549,481,9,"2/33",53.44,5.25,61.0,0,0,2001,2004,"RJ Kirtley","ENG"
874,8,8,378,348,9,"3/24",38.66,5.52,42.0,0,0,1999,2000,"T Kumaran","INDIA"
875,11,11,534,346,9,"2/38",38.44,3.88,59.3,0,0,1996,2003,"RP Lefebvre","NL"
876,10,10,330,316,9,"4/32",35.11,5.74,36.6,1,0,2003,2010,"AS Luseno","KENYA"
877,23,16,402,384,9,"3/31",42.66,5.73,44.6,0,0,2013,2016,"MW Machan","SCOT"
878,66,31,770,694,9,"2/26",77.11,5.4,85.5,0,0,2008,2019,"CS MacLeod","SCOT"
879,11,11,450,410,9,"3/42",45.55,5.46,50.0,0,0,2006,2010,"Mohammad Kashif","NL"
880,6,6,240,233,9,"4/26",25.88,5.82,26.6,1,0,2014,2016,"Mohammad Shahzad","UAE"
881,11,11,491,383,9,"2/38",42.55,4.68,54.5,0,0,2004,2015,"Mohammad Tauqir","UAE"
882,9,9,390,334,9,"3/23",37.11,5.13,43.3,0,0,1999,2001,"DT Mutendera","ZIM"
883,28,16,538,396,9,"3/30",44.0,4.41,59.7,0,0,2001,2012,"JL Ontong","SA"
884,9,9,353,379,9,"2/17",42.11,6.44,39.2,0,0,2018,2019,"CAK Rajitha","SL"
885,9,9,504,298,9,"2/19",33.11,3.54,56.0,0,0,1991,1994,"TG Shaw","SA"
886,27,21,601,547,9,"2/27",60.77,5.46,66.7,0,0,2015,2019,"TAM Siriwardana","SL"
887,55,14,324,318,9,"3/56",35.33,5.88,36.0,0,0,2014,2019,"Soumya Sarkar","BDESH"
888,8,8,324,274,9,"3/43",30.44,5.07,36.0,0,0,2000,2004,"S Sriram","INDIA"
889,4,4,186,149,9,"3/22",16.55,4.8,20.6,0,0,2019,2019,"CAH Stevenson","USA"
890,12,12,463,367,9,"4/59",40.77,4.75,51.4,1,0,1992,1995,"ML Su'a","NZ"
891,193,21,396,406,9,"3/54",45.11,6.15,44.0,0,0,2004,2019,"BRM Taylor","ZIM"
892,11,11,612,400,9,"2/37",44.44,3.92,68.0,0,0,1994,2005,"SD Udal","ENG"
893,10,9,447,279,9,"4/26",31.0,3.74,49.6,1,0,2008,2009,"RM West","IRE"
894,6,6,294,316,9,"3/50",35.11,6.44,32.6,0,0,2015,2016,"D Wiese","SA"
895,7,7,329,228,9,"3/38",25.33,4.15,36.5,0,0,1999,2000,"HS Williams","SA"
896,8,7,330,293,9,"4/43",32.55,5.32,36.6,1,0,2017,2018,"KOK Williams","WI"
897,13,10,420,224,9,"2/14",24.88,3.2,46.6,0,0,1972,1982,"B Wood","ENG"
898,6,6,321,260,9,"3/33",28.88,4.85,35.6,0,0,1972,1976,"RA Woolmer","ENG"
899,4,4,214,212,8,"3/24",26.5,5.94,26.7,0,0,2008,2008,"Abdur Rauf","PAK"
900,12,11,402,320,8,"2/17",40.0,4.77,50.2,0,0,2004,2014,"RG Aga","KENYA"
901,9,9,432,414,8,"2/48",51.75,5.75,54.0,0,0,2015,2018,"AC Agar","AUS"
902,90,8,196,170,8,"4/30",21.25,5.2,24.5,1,0,1994,2001,"SL Campbell","WI"
903,12,12,549,478,8,"2/34",59.75,5.22,68.6,0,0,1993,1994,"RP de Groen","NZ"
904,7,7,210,258,8,"4/28",32.25,7.37,26.2,1,0,2008,2009,"Dolar Mahmud","BDESH"
905,11,10,522,345,8,"2/23",43.12,3.96,65.2,0,0,1980,1981,"SF Graf","AUS"
906,10,9,386,286,8,"2/26",35.75,4.44,48.2,0,0,1984,1988,"EJ Gray","NZ"
907,6,5,232,154,8,"3/18",19.25,3.98,29.0,0,0,1977,1978,"Hasan Jamil","PAK"
908,20,17,642,532,8,"2/37",66.5,4.97,80.2,0,0,1997,2002,"BC Hollioake","ENG"
909,6,6,290,299,8,"3/51",37.37,6.18,36.2,0,0,2008,2014,"Irfan Ahmed","HKG"
910,5,5,210,146,8,"4/38",18.25,4.17,26.2,1,0,2010,2015,"Izatullah Dawlatzai","not found"
911,448,28,593,563,8,"2/56",70.37,5.69,74.1,0,0,1998,2015,"DPMD Jayawardene","SL"
912,12,12,458,482,8,"2/25",60.25,6.31,57.2,0,0,2006,2007,"MO Jones","BMUDA"
913,3,3,171,147,8,"3/37",18.37,5.15,21.3,0,0,2019,2019,"Junaid Siddique","UAE"
914,17,17,900,612,8,"2/33",76.5,4.08,112.5,0,0,1995,2000,"AR Kapoor","INDIA"
915,6,6,242,191,8,"4/42",23.87,4.73,30.2,1,0,2002,2003,"JF Kloppenburg","NL"
916,7,7,300,254,8,"2/34",31.75,5.08,37.5,0,0,2002,2003,"MKGCP Lakshitha","SL"
917,6,6,308,224,8,"3/54",28.0,4.36,38.5,0,0,1978,1979,"TJ Laughlin","AUS"
918,87,10,358,210,8,"2/4",26.25,3.51,44.7,0,0,1973,1985,"CH Lloyd","WI"
919,8,7,289,219,8,"5/44",27.37,4.54,36.1,0,1,1996,1996,"ACI Lock","ZIM"
920,18,7,283,199,8,"3/24",24.87,4.21,35.3,0,0,1975,1983,"JFM Morrison","NZ"
921,10,10,318,308,8,"2/59",38.5,5.81,39.7,0,0,2017,2019,"PWA Mulder","SA"
922,13,12,472,344,8,"2/27",43.0,4.37,59.0,0,0,1984,1992,"Naved Anjum","PAK"
923,49,16,293,235,8,"3/35",29.37,4.81,36.6,0,0,2009,2016,"Nawroz Mangal","not found"
924,9,9,377,409,8,"2/37",51.12,6.5,47.1,0,0,2017,2018,"R Ngarava","ZIM"
925,4,4,189,150,8,"3/57",18.75,4.76,23.6,0,0,2019,2019,"A Nortje","SA"
926,8,7,318,256,8,"3/48",32.0,4.83,39.7,0,0,2010,2013,"NM Odhiambo","KENYA"
927,21,19,900,678,8,"3/54",84.75,4.52,112.5,0,0,1992,1996,"SG Peall","ZIM"
928,7,7,331,271,8,"3/40",33.87,4.91,41.3,0,0,2012,2017,"V Permaul","WI"
929,18,17,752,590,8,"2/27",73.75,4.7,94.0,0,0,1990,1998,"MW Priest","NZ"
930,11,11,516,467,8,"2/38",58.37,5.43,64.5,0,0,2015,2019,"Qadeer Ahmed","UAE"
931,18,12,277,273,8,"2/11",34.12,5.91,34.6,0,0,2006,2006,"HP Rinke","ZIM"
932,13,13,597,430,8,"3/29",53.75,4.32,74.6,0,0,1994,1998,"GR Robertson","AUS"
933,13,11,512,409,8,"2/22",51.12,4.79,64.0,0,0,2006,2008,"GA Rogers","SCOT"
934,5,5,224,131,8,"4/27",16.37,3.5,28.0,1,0,2019,2019,"BM Scholtz","NAM"
935,221,38,593,515,8,"2/27",64.37,5.21,74.1,0,0,2007,2019,"RG Sharma","INDIA"
936,3,3,180,109,8,"5/26",13.62,3.63,22.5,0,1,1997,1997,"AM Stuart","AUS"
937,5,5,258,205,8,"5/44",25.62,4.76,32.2,0,1,2001,2001,"CEL Stuart","WI"
938,9,7,229,170,8,"4/23",21.25,4.45,28.6,1,0,2019,2019,"SR Taylor","USA"
939,7,7,323,339,8,"4/52",42.37,6.29,40.3,1,0,2017,2019,"SN Thakur","INDIA"
940,7,7,312,209,8,"4/41",26.12,4.01,39.0,1,0,2013,2013,"JD Unadkat","INDIA"
941,4,4,126,85,8,"5/24",10.62,4.04,15.7,0,1,2012,2013,"T van der Gugten","NL"
942,5,5,300,298,8,"5/43",37.25,5.96,37.5,0,1,2003,2003,"RJ van Vuuren","NAM"
943,11,11,438,417,8,"2/43",52.12,5.71,54.7,0,0,2000,2002,"BGK Walker","NZ"
944,12,9,414,316,8,"3/42",39.5,4.57,51.7,0,0,1975,1982,"B Warnapura","SL"
945,9,8,220,189,8,"3/30",23.62,5.15,27.5,0,0,1999,1999,"VJ Wells","ENG"
946,6,6,309,315,8,"3/63",39.37,6.11,38.6,0,0,2015,2015,"BM Wheeler","NZ"
947,5,5,251,224,8,"3/58",28.0,5.35,31.3,0,0,2017,2019,"SG Whittingham","SCOT"
948,8,8,312,287,8,"2/25",35.87,5.51,39.0,0,0,1982,1985,"RGCE Wijesuriya","SL"
949,7,7,330,228,8,"2/18",28.5,4.14,41.2,0,0,1986,1987,"NS Yadav","INDIA"
950,5,5,336,187,7,"2/22",26.71,3.33,48.0,0,0,1974,1975,"S Abid Ali","INDIA"
951,39,19,412,411,7,"3/57",58.71,5.98,58.8,0,0,1988,2002,"Aminul Islam","BDESH"
952,66,28,756,658,7,"2/38",94.0,5.22,108.0,0,0,1986,1996,"Asif Mujtaba","PAK"
953,25,11,390,273,7,"2/48",39.0,4.2,55.7,0,0,1980,1986,"KBJ Azad","INDIA"
954,15,14,442,384,7,"2/39",54.85,5.21,63.1,0,0,2002,2004,"SB Bangar","INDIA"
955,5,5,270,189,7,"2/24",27.0,4.2,38.5,0,0,2003,2005,"OAC Banks","WI"
956,10,10,590,340,7,"2/44",48.57,3.45,84.2,0,0,1974,1979,"BS Bedi","INDIA"
957,7,7,378,323,7,"2/34",46.14,5.12,54.0,0,0,1997,1997,"RE Bryson","SA"
958,18,10,210,207,7,"4/32",29.57,5.91,30.0,1,0,2017,2019,"RP Burl","ZIM"
959,11,10,437,287,7,"2/17",41.0,3.94,62.4,0,0,1973,1978,"BE Congdon","NZ"
960,6,6,238,208,7,"4/26",29.71,5.24,34.0,1,0,1992,1993,"GJ Crocker","ZIM"
961,228,9,192,202,7,"2/15",28.85,6.31,27.4,0,0,2005,2018,"AB de Villiers","SA"
962,6,6,301,221,7,"4/42",31.57,4.4,43.0,1,0,1983,1983,"DAG Fletcher","ZIM"
963,24,18,445,413,7,"3/27",59.0,5.56,63.5,0,0,2010,2014,"AS Hansra","CAN"
964,4,4,217,132,7,"4/17",18.85,3.64,31.0,1,0,2001,2001,"CW Henderson","SA"
965,11,10,354,306,7,"3/32",43.71,5.18,50.5,0,0,2009,2017,"MC Henriques","AUS"
966,19,18,858,661,7,"2/27",94.42,4.62,122.5,0,0,1997,1999,"AG Huckle","ZIM"
967,233,12,436,297,7,"2/22",42.42,4.08,62.2,0,0,1975,1996,"Javed Miandad","PAK"
968,8,7,348,275,7,"2/43",39.28,4.74,49.7,0,0,2004,2005,"SP Jones","ENG"
969,4,4,222,209,7,"3/41",29.85,5.64,31.7,0,0,2014,2015,"Kamran Shazad","UAE"
970,8,8,425,331,7,"2/28",47.28,4.67,60.7,0,0,2011,2011,"JJ Krejza","AUS"
971,12,11,418,431,7,"3/45",61.57,6.18,59.7,0,0,2014,2016,"Krishna Chandran","UAE"
972,7,7,341,391,7,"3/56",55.85,6.87,48.7,0,0,2005,2006,"ML Lewis","AUS"
973,5,5,222,280,7,"2/42",40.0,7.56,31.7,0,0,2009,2009,"Mahbubul Alam","BDESH"
974,7,7,276,266,7,"2/30",38.0,5.78,39.4,0,0,2018,2019,"B Mavuta","ZIM"
975,28,12,234,190,7,"2/13",27.14,4.87,33.4,0,0,2012,2018,"Mominul Haque","BDESH"
976,9,8,330,278,7,"2/52",39.71,5.05,47.1,0,0,1990,1991,"EA Moseley","WI"
977,57,25,552,481,7,"2/10",68.71,5.22,78.8,0,0,2013,2019,"C Munro","NZ"
978,8,8,323,262,7,"2/32",37.42,4.86,46.1,0,0,2015,2016,"T Muzarabani","ZIM"
979,8,6,360,263,7,"3/43",37.57,4.38,51.4,0,0,1984,1985,"AK Patel","INDIA"
980,6,5,132,101,7,"2/11",14.42,4.59,18.8,0,0,2019,2019,"NK Patel","USA"
981,136,23,400,370,7,"2/22",52.85,5.55,57.1,0,0,2004,2013,"KP Pietersen","ENG"
982,27,14,235,281,7,"1/8",40.14,7.17,33.5,0,0,2003,2009,"AM Samad","CAN"
983,10,3,110,79,7,"4/10",11.28,4.3,15.7,1,0,2014,2018,"KD Shah","HKG"
984,71,10,193,184,7,"3/15",26.28,5.72,27.5,0,0,2001,2009,"OA Shah","ENG"
985,10,10,540,382,7,"1/23",54.57,4.24,77.1,0,0,1982,1984,"Shahid Mahboob","PAK"
986,6,6,302,269,7,"3/56",38.42,5.34,43.1,0,0,2016,2016,"BB Sran","INDIA"
987,7,7,354,324,7,"3/35",46.28,5.49,50.5,0,0,2017,2019,"B Stanlake","AUS"
988,4,4,192,125,7,"4/33",17.85,3.9,27.4,1,0,1980,1981,"GB Stevenson","ENG"
989,4,4,240,255,7,"3/64",36.42,6.37,34.2,0,0,2016,2016,"CP Tremain","AUS"
990,5,5,174,157,7,"4/56",22.42,5.41,24.8,1,0,2008,2009,"TE Tucker","BMUDA"
991,4,4,221,193,7,"4/49",27.57,5.23,31.5,1,0,1994,1994,"SL Watkin","ENG"
992,7,5,198,130,7,"3/28",18.57,3.93,28.2,0,0,1978,1983,"B Yardley","AUS"
993,62,12,280,223,7,"2/26",31.85,4.77,40.0,0,0,1974,1985,"Zaheer Abbas","PAK"
994,5,5,264,147,7,"3/35",21.0,3.34,37.7,0,0,2019,2019,"Zeeshan Maqsood","OMAN"
995,5,5,138,80,6,"2/32",13.33,3.47,23.0,0,0,2019,2019,"Aqib Ilyas","OMAN"
996,19,15,420,365,6,"2/33",60.83,5.21,70.0,0,0,1988,1998,"Athar Ali Khan","BDESH"
997,9,9,475,360,6,"2/25",60.0,4.54,79.1,0,0,1998,1999,"ID Austin","ENG"
998,7,7,271,213,6,"3/45",35.5,4.71,45.1,0,0,1994,1996,"Azhar Saeed","UAE"
999,161,6,88,88,6,"3/9",14.66,6.0,14.6,0,0,2004,2015,"IR Bell","ENG"
1000,10,10,409,439,6,"3/37",73.16,6.44,68.1,0,0,2013,2015,"Bilawal Bhatti","PAK"
1001,11,10,385,318,6,"2/18",53.0,4.95,64.1,0,0,1990,2001,"GE Bradburn","NZ"
1002,6,6,330,297,6,"3/39",49.5,5.4,55.0,0,0,2003,2003,"LJ Burger","NAM"
1003,31,20,501,475,6,"2/18",79.16,5.68,83.5,0,0,2005,2015,"N Deonarine","WI"
1004,9,8,330,261,6,"2/30",43.5,4.74,55.0,0,0,2005,2013,"LHD Dilhara","SL"
1005,5,4,198,153,6,"5/29",25.5,4.63,33.0,0,1,1996,1996,"SF Dukanwala","UAE"
1006,5,5,224,202,6,"2/39",33.66,5.41,37.3,0,0,2008,2015,"Fahad Alhashmi","UAE"
1007,7,7,234,159,6,"3/12",26.5,4.07,39.0,0,0,2002,2006,"KHRK Fernando","SL"
1008,3,3,162,120,6,"2/30",20.0,4.44,27.0,0,0,2019,2019,"SC Getkate","IRE"
1009,5,5,204,191,6,"3/26",31.83,5.61,34.0,0,0,2012,2014,"JOA Gordon","CAN"
1010,38,18,306,296,6,"3/48",49.33,5.8,51.0,0,0,2015,2019,"MD Gunathilaka","SL"
1011,14,12,407,350,6,"2/19",58.33,5.15,67.8,0,0,2001,2004,"RO Hinds","WI"
1012,58,8,116,110,6,"3/10",18.33,5.68,19.3,0,0,2001,2013,"Imran Farhat","PAK"
1013,4,4,136,113,6,"3/22",18.83,4.98,22.6,0,0,2007,2010,"MMA Jonkman","NL"
1014,24,12,320,201,6,"2/10",33.5,3.76,53.3,0,0,2009,2016,"Karim Sadiq","not found"
1015,6,6,199,135,6,"3/27",22.5,4.07,33.1,0,0,2018,2019,"J Kila","PNG"
1016,40,8,183,152,6,"3/31",25.33,4.98,30.5,0,0,1991,1994,"PN Kirsten","SA"
1017,7,7,280,287,6,"3/16",47.83,6.15,46.6,0,0,2010,2011,"BP Loots","NL"
1018,17,10,420,353,6,"2/29",58.83,5.04,70.0,0,0,1980,1985,"PE McEwan","NZ"
1019,3,3,180,105,6,"4/19",17.5,3.5,30.0,1,0,2000,2000,"SCG MacGill","AUS"
1020,4,4,187,166,6,"3/25",27.66,5.32,31.1,0,0,2017,2018,"KA Maharaj","SA"
1021,11,9,406,419,6,"2/52",69.83,6.19,67.6,0,0,2006,2012,"KO Meth","ZIM"
1022,44,6,132,130,6,"3/26",21.66,5.9,22.0,0,0,2010,2017,"PL Mommsen","SCOT"
1023,11,9,311,278,6,"2/33",46.33,5.36,51.8,0,0,2013,2015,"CT Mutombodzi","ZIM"
1024,4,4,212,201,6,"3/60",33.5,5.68,35.3,0,0,2016,2019,"Naveen-ul-Haq","not found"
1025,8,7,137,137,6,"2/8",22.83,6.0,22.8,0,0,1996,1996,"EO Odumbe","KENYA"
1026,5,4,192,114,6,"2/25",19.0,3.56,32.0,0,0,2019,2019,"TK Patel","USA"
1027,22,12,270,242,6,"2/15",40.33,5.37,45.0,0,0,1994,1999,"MJR Rindel","SA"
1028,10,10,498,321,6,"2/29",53.5,3.86,83.0,0,0,1981,1989,"GK Robertson","NZ"
1029,15,9,324,321,6,"2/55",53.5,5.94,54.0,0,0,2002,2005,"BG Rogers","ZIM"
1030,247,13,242,191,6,"2/9",31.83,4.73,40.3,0,0,1989,2003,"Saeed Anwar","PAK"
1031,7,7,303,256,6,"4/36",42.66,5.06,50.5,1,0,1990,1997,"Saiful Islam","BDESH"
1032,4,4,206,177,6,"3/43",29.5,5.15,34.3,0,0,2011,2012,"R Sharma","INDIA"
1033,7,7,306,244,6,"3/43",40.66,4.78,51.0,0,0,1996,2001,"CEW Silverwood","ENG"
1034,7,6,261,190,6,"3/29",31.66,4.36,43.5,0,0,1996,1996,"NMK Smith","ENG"
1035,5,5,288,281,6,"3/69",46.83,5.85,48.0,0,0,2003,2003,"G Snyman","NAM"
1036,5,4,150,166,6,"2/25",27.66,6.64,25.0,0,0,2009,2012,"JH Stander","SCOT"
1037,6,6,246,207,6,"2/29",34.5,5.04,41.0,0,0,1984,1984,"DA Stirling","NZ"
1038,6,6,342,220,6,"4/11",36.66,3.85,57.0,1,0,2014,2019,"Taijul Islam","BDESH"
1039,6,6,204,255,6,"4/65",42.5,7.5,34.0,1,0,2002,2003,"Talha Jubair","BDESH"
1040,200,15,180,141,6,"1/3",23.5,4.7,30.0,0,0,1986,2003,"HP Tillakaratne","SL"
1041,31,15,301,276,6,"1/3",46.0,5.5,50.1,0,0,2007,2013,"AC Voges","AUS"
1042,6,6,294,200,6,"2/24",33.33,4.08,49.0,0,0,1990,1993,"KPJ Warnaweera","SL"
1043,15,14,480,385,6,"3/46",64.16,4.81,80.0,0,0,2000,2008,"K Weeraratne","SL"
1044,12,10,396,326,6,"2/32",54.33,4.93,66.0,0,0,2002,2005,"Jai P Yadav","INDIA"
1045,2,2,120,98,6,"3/49",16.33,4.9,20.0,0,0,2008,2008,"Zahid Shah","UAE"
1046,2,2,108,114,5,"5/58",22.8,6.33,21.6,0,1,2019,2019,"Abu Jayed","BDESH"
1047,7,7,402,234,5,"2/9",46.8,3.49,80.4,0,0,1973,1976,"Asif Masood","PAK"
1048,6,6,240,202,5,"3/30",40.4,5.05,48.0,0,0,1991,1992,"ST Banerjee","INDIA"
1049,10,9,440,366,5,"2/40",73.2,4.99,88.0,0,0,2002,2009,"GJ Batty","ENG"
1050,2,2,106,106,5,"3/31",21.2,6.0,21.2,0,0,2000,2004,"A Bhandari","INDIA"
1051,3,3,132,96,5,"5/25",19.2,4.36,26.4,0,1,2015,2015,"Bilal Asif","PAK"
1052,36,6,168,105,5,"2/14",21.0,3.75,33.6,0,0,1971,1981,"G Boycott","ENG"
1053,3,3,150,124,5,"3/21",24.8,4.96,30.0,0,0,2001,2002,"D Brown","WI"
1054,8,7,209,213,5,"3/36",42.6,6.11,41.8,0,0,1992,1995,"MG Burmester","ZIM"
1055,5,4,180,148,5,"3/24",29.6,4.93,36.0,0,0,1978,1982,"IW Callen","AUS"
1056,4,4,186,151,5,"3/32",30.2,4.87,37.2,0,0,2019,2019,"J Cameron-Dow","IRE"
1057,4,4,204,203,5,"2/30",40.6,5.97,40.8,0,0,2003,2005,"TK Canning","NZ"
1058,3,3,175,132,5,"3/27",26.4,4.52,35.0,0,0,2013,2013,"NM Carter","SCOT"
1059,3,3,144,95,5,"2/18",19.0,3.95,28.8,0,0,1984,1989,"NGB Cook","ENG"
1060,138,9,174,124,5,"2/30",24.8,4.27,34.8,0,0,1993,2000,"DJ Cullinan","SA"
1061,4,4,216,158,5,"3/45",31.6,4.38,43.2,0,0,2013,2014,"BCJ Cutting","AUS"
1062,7,7,316,256,5,"2/29",51.2,4.86,63.2,0,0,2014,2017,"PC de Silva","SL"
1063,5,3,156,117,5,"2/26",23.4,4.5,31.2,0,0,1999,1999,"NR Dyer","SCOT"
1064,4,4,204,161,5,"2/21",32.2,4.73,40.8,0,0,2011,2012,"Elias Sunny","BDESH"
1065,7,7,312,236,5,"3/31",47.2,4.53,62.4,0,0,2004,2005,"GM Ewing","ZIM"
1066,5,4,150,143,5,"3/65",28.6,5.72,30.0,0,0,2014,2017,"Fareed Ahmad","not found"
1067,38,13,398,377,5,"1/8",75.4,5.68,79.6,0,0,2007,2015,"Fawad Alam","PAK"
1068,8,8,297,337,5,"1/35",67.4,6.8,59.4,0,0,2017,2019,"MVT Fernando","SL"
1069,4,4,192,160,5,"3/49",32.0,5.0,38.4,0,0,2014,2017,"WT Gavera","PNG"
1070,9,9,408,314,5,"1/27",62.8,4.61,81.6,0,0,1986,1990,"Gholam Nousher","BDESH"
1071,8,7,270,224,5,"2/36",44.8,4.97,54.0,0,0,1989,1991,"RC Haynes","WI"
1072,5,3,102,86,5,"3/29",17.2,5.05,20.4,0,0,2010,2011,"TJ Heggelman","NL"
1073,4,4,138,100,5,"3/11",20.0,4.34,27.6,0,0,2019,2019,"IG Holland","USA"
1074,9,7,378,313,5,"1/25",62.6,4.96,75.6,0,0,2003,2004,"RO Hurley","WI"
1075,250,28,637,476,5,"2/31",95.2,4.48,127.4,0,0,1986,2000,"Ijaz Ahmed","PAK"
