,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,start,end,name,country
627,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
628,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
629,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
630,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
631,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
632,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
633,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
634,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
635,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
636,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
637,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
638,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
639,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
640,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
641,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
642,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
643,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
644,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
645,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
646,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
647,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
648,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
649,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
650,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
651,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
652,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
653,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
654,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
655,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
656,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
657,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
658,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
659,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
660,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
661,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
662,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
663,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
664,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
665,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
666,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
667,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
668,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
669,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
670,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
671,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
672,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
673,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
674,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
675,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
676,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
677,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
678,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
679,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
680,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
681,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
682,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
683,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
684,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
685,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
686,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
687,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
688,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
689,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
690,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
691,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
692,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
693,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
694,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
695,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
696,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
697,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
698,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
699,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
700,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
701,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
702,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
703,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
704,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
705,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
706,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
707,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
708,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
709,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
710,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
711,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
712,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
713,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
714,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
715,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
716,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
717,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
718,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
719,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
720,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
721,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
722,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
723,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
724,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
725,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
726,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
727,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
728,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
729,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
730,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
731,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
732,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
733,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
734,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
735,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
736,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
737,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
738,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
739,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
740,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
741,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
742,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
743,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
744,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
745,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
746,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
747,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
748,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
749,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
750,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
751,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
752,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
753,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
754,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
755,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
756,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
757,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
758,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
759,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
760,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
761,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
762,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
763,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
764,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
765,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
766,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
767,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
768,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
769,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
770,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
771,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
772,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
773,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
774,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
775,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
776,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
777,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
778,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
779,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
780,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
781,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
782,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
783,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
784,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
785,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
786,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
787,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
788,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
789,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
790,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
791,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
792,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
793,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
794,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
795,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
796,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
797,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
798,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
799,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
800,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
801,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
802,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
803,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
804,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
805,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
806,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
807,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
808,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
809,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
810,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
811,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
812,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
813,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
814,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
815,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
816,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
817,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
818,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
819,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
820,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
821,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
822,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
823,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
824,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
825,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
826,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
827,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
828,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
829,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
830,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
831,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
832,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
833,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
834,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
835,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
836,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
837,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
838,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
839,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
840,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
841,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
842,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
843,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
844,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
845,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
846,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
847,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
848,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
849,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
850,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
851,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
852,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
853,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
854,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
855,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
856,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
857,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
858,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
859,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
860,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
861,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
862,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
863,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
864,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
865,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
866,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
867,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
868,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
869,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
870,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
871,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
872,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
873,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
874,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
875,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
876,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
877,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
878,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
879,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
880,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
881,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
882,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
883,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
884,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
885,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
886,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
887,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
888,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
889,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
890,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
891,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
892,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
893,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
894,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
895,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
896,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
897,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
898,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
899,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
900,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
901,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
902,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
903,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
904,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
905,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
906,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
907,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
908,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
